ID,Store ID,Country,Product ID,Product Category,Units Sold,Date of Sale,GDP Growth Rate,Inflation Rate,Price Sold
919,9170,UK,86174,Mens,8,1/20/2024,3.98,8.96,53.34
920,9481,France,58800,Womens,6,5/2/2023,-3.45,4.53,22.68
921,9167,Germany,54482,Womens,3,3/11/2023,-2.88,5.19,13.95
922,1269,Italy,42293,Mens,3,2/15/2024,-2.64,1.68,73.53
923,8272,France,75956,Womens,9,7/5/2023,-4.87,0.15,95.06
924,2460,Spain,99408,Mens,2,10/19/2023,0.07,5.49,23.84
925,5656,Germany,13674,Mens,2,10/18/2023,1.81,1.91,87.51
926,3934,Italy,65848,Mens,8,9/27/2023,4.41,1.58,31.95
927,7217,France,58462,Womens,3,7/27/2023,-3.75,9.58,37.65
928,1612,France,99228,Womens,5,9/30/2023,2.38,-1.53,72.34
929,1817,Germany,59258,Womens,7,12/19/2023,-1.92,-0.18,28.68
930,2743,Spain,18585,Mens,9,1/25/2024,0.93,1.16,36.56
931,9167,UK,98794,Mens,9,1/9/2024,-4.24,3.61,98.2
932,1518,France,26185,Mens,2,3/13/2023,0,8.83,11.89
933,5275,France,51189,Mens,8,11/19/2023,5.57,-0.85,81.57
934,3909,France,76718,Womens,2,3/13/2023,8.28,8.31,54.84
935,4091,France,98685,Mens,6,4/9/2023,-3.73,3.89,93.91
936,3631,Italy,42960,Mens,7,7/13/2023,-1.87,-4.76,36.96
937,1518,Spain,46788,Mens,6,10/6/2023,0.52,7.51,88.06
938,5251,Germany,19604,Womens,5,9/29/2023,1.92,4.87,45.56
939,7346,Italy,57133,Womens,10,5/27/2023,-3.8,0.96,69.1
940,2067,Spain,45028,Mens,1,11/21/2023,6.93,5.93,26.53
941,4866,Spain,68495,Womens,10,3/2/2024,7.36,9.63,47.3
942,6748,Spain,78784,Womens,10,6/5/2023,5.46,9.85,12.89
943,2085,Italy,70792,Mens,8,8/27/2023,6.33,3.9,88.7
944,7031,Italy,82757,Womens,1,10/25/2023,9.4,6.54,58.42
945,4217,UK,83443,Mens,3,12/28/2023,-1.71,2.24,36.41
946,1346,France,89186,Womens,9,12/14/2023,2.15,5.19,37.6
947,4866,UK,69214,Mens,9,3/21/2023,-1.42,4.62,60.68
948,8733,Italy,78389,Mens,7,2/4/2024,5.26,3.55,86.83
949,5251,Spain,82500,Womens,9,1/24/2024,-0.37,8.77,80.28
950,5818,France,10974,Womens,5,10/28/2023,-1.88,1.46,79.89
951,3401,Germany,61293,Womens,4,7/23/2023,8.69,-4.53,73.06
952,3705,France,82063,Womens,5,10/28/2023,8.68,2.53,61.35
953,8835,Italy,79297,Mens,7,8/5/2023,7.75,1.95,16.75
954,8734,Spain,58800,Womens,6,7/10/2023,-2.1,5.76,86.16
955,6075,France,38920,Mens,10,5/7/2023,1.33,6.39,56.6
956,6871,UK,59555,Womens,9,4/22/2023,-0.44,8.74,71.92
957,7980,Italy,84355,Womens,7,7/14/2023,9.91,4.23,24.38
958,9028,Italy,58757,Mens,9,4/13/2023,-0.8,4.95,43.88
959,7423,Germany,73644,Womens,10,7/7/2023,-0.33,-1.1,92.88
960,7107,France,29367,Womens,4,4/13/2023,2.26,2.99,68.98
961,1852,Italy,27313,Womens,1,10/19/2023,-2.01,-1.5,97.95
962,5498,Spain,42789,Mens,10,9/20/2023,-2.08,-0.88,21.61
963,2743,Germany,98061,Womens,1,10/12/2023,4.44,-3.63,97.09
964,4027,France,32774,Mens,8,1/25/2024,7.58,9.06,73.19
965,2527,Spain,40629,Womens,9,6/7/2023,-2.51,9.34,87.99
966,6806,UK,59436,Mens,9,2/18/2024,6.31,2.39,64.35
967,7812,Spain,93756,Mens,9,11/24/2023,-0.33,4.55,74.27
968,5663,Italy,93515,Mens,2,3/11/2023,2.16,7.13,25.19
969,8942,France,62419,Mens,4,3/9/2023,-1.57,-1.65,53.7
970,1662,Germany,53098,Womens,1,5/13/2023,4.53,7.34,67.06
971,5959,UK,87467,Mens,9,6/26/2023,-2.87,-1.69,41.12
972,7162,France,67209,Womens,4,8/11/2023,1.84,8.61,17.28
973,8519,UK,48839,Womens,3,8/29/2023,9.72,-2.87,14.1
974,4055,Germany,73989,Womens,7,7/5/2023,7.37,7.48,66.95
975,5663,Spain,86441,Womens,7,9/9/2023,6.69,-4.78,30.72
976,9070,France,16286,Mens,9,2/7/2024,-4.44,4.95,73.23
977,8998,France,80631,Mens,5,5/21/2023,-1.54,4.86,45.95
978,2996,France,57558,Mens,5,12/7/2023,9.64,-3.53,16.12
979,2460,France,62230,Womens,5,9/11/2023,-3.64,2.35,61.77
980,1893,UK,55314,Mens,5,9/18/2023,-1.65,7.44,80.39
981,4343,France,26944,Womens,10,7/30/2023,-4.58,-3.58,57.88
982,9170,France,81941,Womens,9,10/29/2023,9.65,-2.32,58.58
983,1852,UK,99260,Womens,3,3/15/2023,5.72,-0.99,77.64
984,6251,Germany,81422,Mens,10,11/20/2023,-0.4,3.19,23.58
985,3933,France,67505,Womens,4,6/28/2023,-0.62,-0.38,13.01
986,7652,Italy,83896,Womens,3,11/4/2023,-3.89,0.04,24.34
987,7812,Spain,27927,Womens,9,7/15/2023,3.19,1.09,43.84
988,6075,France,27175,Mens,7,7/11/2023,3.08,1.88,33.08
989,7951,Italy,24234,Mens,5,5/19/2023,8.52,1.36,19.68
990,4836,Spain,17219,Womens,2,5/4/2023,6.65,8.8,33.39
991,5200,Spain,65090,Mens,9,9/22/2023,6.21,9,86.57
992,1148,UK,20380,Womens,10,5/28/2023,9.45,2,42.02
993,5295,Germany,83805,Womens,5,9/21/2023,-4.37,-3.35,73.37
994,3185,UK,40891,Mens,3,4/25/2023,2.51,-2.86,27.47
995,5983,Italy,44196,Womens,7,4/23/2023,-0.41,5.11,83.84
996,7718,France,38036,Womens,7,2/13/2024,0.77,3.85,21.7
997,8734,France,27773,Mens,1,5/12/2023,-0.89,6.42,82.22
998,4313,Italy,39938,Mens,7,12/24/2023,1.03,0.86,41.8
999,8085,Italy,65536,Womens,10,10/23/2023,-3.23,5.74,44.7
1000,9170,UK,96706,Mens,6,3/25/2023,5,7.33,15.92
1001,2619,Italy,66619,Womens,6,3/22/2023,-1.19,2.8,54.38
1002,8085,Germany,58352,Mens,9,2/11/2024,9.09,9.62,64.72
1003,2789,Spain,46693,Mens,5,7/30/2023,-3.99,-0.04,73.87
1004,9738,UK,11535,Womens,1,8/1/2023,8.24,3.57,10.93
1005,2826,Germany,28927,Womens,9,4/30/2023,7.13,3.97,86.49
1006,8942,France,38409,Mens,9,5/23/2023,6.45,9.9,46.47
1007,5719,Spain,77863,Mens,1,6/29/2023,1.99,-4.16,75.45
1008,8036,Germany,60050,Mens,8,1/31/2024,8.73,5.08,34.16
1009,1971,Italy,69235,Womens,2,8/5/2023,-4.14,-4.35,74.62
1010,3247,France,79692,Womens,4,9/11/2023,5.65,2.95,32.86
1011,8459,Italy,69197,Womens,3,6/17/2023,4.64,0.77,41.87
1012,2003,France,60135,Womens,1,2/26/2024,8.35,0.56,57.14
1013,5983,France,77070,Womens,4,2/29/2024,-1.82,9.12,93.19
1014,2642,France,69822,Mens,2,6/16/2023,1.95,2.7,28.88
1015,2789,Spain,77647,Womens,8,11/19/2023,-4.09,9.16,85.16
1016,1893,UK,39296,Mens,8,5/10/2023,1.28,2.79,67.96
1017,4971,France,32540,Mens,1,11/27/2023,5.51,8.91,14.17
1018,7217,UK,51011,Womens,1,11/23/2023,9.76,9.56,55.84
1019,5346,France,81948,Mens,6,1/15/2024,-2.96,6.04,97.39
1020,5656,UK,71258,Womens,3,7/16/2023,6.65,-1.86,55.79
1021,8103,Spain,64994,Womens,1,6/21/2023,9.7,2.99,23.34
1022,7328,France,39079,Womens,1,10/25/2023,5.58,1.27,52.65
1023,5764,Spain,98781,Mens,9,7/31/2023,9.28,0.44,92.42
1024,1505,France,59112,Womens,8,9/23/2023,8.15,7.7,33.95
1025,2642,France,66969,Mens,4,2/19/2024,4.92,-1.95,82.55
1026,3673,France,13674,Mens,5,4/5/2023,4.72,4.95,42.86
1027,5465,Spain,90575,Womens,5,2/5/2024,5.14,-3.84,82.88
1028,3062,Germany,26944,Womens,4,7/24/2023,6.05,-3.35,76.67
1029,6871,Germany,35805,Mens,7,11/6/2023,-1.78,-1.44,71.13
1030,2185,Italy,67661,Womens,7,4/14/2023,9.53,5.78,17.6
1031,7162,Germany,87546,Mens,6,6/20/2023,8.48,8.2,14.2
1032,5466,Germany,36384,Mens,2,8/10/2023,6.85,5.84,57.55
1033,6251,Germany,62694,Mens,3,9/29/2023,-4.09,1.47,36.38
1034,2789,Germany,31837,Womens,1,7/21/2023,-1.57,4.68,21.63
1035,1565,UK,63426,Womens,6,10/6/2023,-0.59,0.55,41.89
1036,7423,UK,17557,Womens,2,10/15/2023,3.05,-3.89,63.15
1037,5466,Italy,49136,Womens,1,6/19/2023,0.51,-0.3,95.03
1038,2999,Italy,62808,Womens,8,4/4/2023,0.41,-0.15,92.52
1039,9059,Spain,80146,Mens,1,5/20/2023,1.86,4.65,73.23
1040,8204,UK,27409,Womens,4,7/13/2023,-3.68,3.1,69.18
1041,9976,Germany,35373,Womens,1,6/2/2023,-2.39,3.26,11.3
1042,6918,Italy,65330,Womens,8,3/28/2023,-2.95,-4.74,16.54
1043,5764,UK,84444,Womens,4,11/14/2023,-0.14,4.02,87.67
1044,6251,Italy,69272,Womens,8,9/25/2023,8.63,5.28,53.16
1045,6918,Spain,98685,Mens,8,7/29/2023,-0.85,9.42,60.65
1046,9738,Germany,44194,Womens,8,1/17/2024,6.33,3.67,25.52
1047,1265,Germany,19488,Mens,2,12/9/2023,3.48,1.44,43.65
1048,1265,Italy,69039,Mens,10,9/23/2023,1.26,-1.06,31.4
1049,2996,Spain,10260,Mens,2,7/17/2023,7.28,0.41,86.04
1050,3851,Spain,92946,Mens,6,12/3/2023,-0.61,-2.1,87.01
1051,6871,Germany,95473,Womens,8,5/17/2023,6.43,-3.59,69.95
1052,9420,Germany,85017,Mens,10,7/20/2023,-4.77,8.6,27.56
1053,9384,France,60220,Womens,7,12/14/2023,-4.72,-3.45,29
1054,8734,Germany,39393,Mens,1,8/31/2023,9.8,8.73,95.21
1055,8637,Spain,58814,Womens,7,1/17/2024,1.14,-2,81.1
1056,6748,France,78784,Womens,4,11/16/2023,9.33,0.34,39.26
1057,5719,Italy,56454,Mens,2,1/4/2024,-4.32,3.25,61.99
1058,7346,France,67351,Womens,9,7/20/2023,9.36,6.72,24.19
1059,5465,Germany,19831,Womens,6,6/1/2023,0.74,2.27,62.08
1060,9028,Germany,47675,Mens,10,6/7/2023,0.74,-4.86,63.05
1061,4343,Germany,68154,Womens,10,5/2/2023,3.24,4.5,81.2
1062,4866,UK,71405,Mens,6,12/2/2023,8.95,8.87,57.59
1063,1505,Spain,21677,Mens,4,4/8/2023,-3.29,7.84,63.23
1064,1817,Germany,41700,Mens,3,10/3/2023,-0.34,7.74,53.42
1065,2912,France,38068,Mens,8,9/29/2023,-4.91,5.94,49.89
1066,5845,Spain,83414,Womens,2,6/29/2023,9.23,1.69,56.56
1067,1518,Italy,82500,Womens,4,2/23/2024,6.09,6.06,14.78
1068,7156,Italy,21519,Womens,7,7/2/2023,-3.07,2.7,59.75
1069,1390,Italy,26994,Womens,7,6/28/2023,1.75,-4.08,57.34
1070,2003,UK,14248,Womens,5,6/27/2023,2.69,2.71,15.95
1071,5719,Spain,75637,Womens,5,1/21/2024,5.27,2.3,11.73
1072,1427,Spain,62419,Mens,9,4/20/2023,-4.05,-4.7,51.1
1073,5959,Italy,84355,Womens,6,2/19/2024,3.9,3.96,78.79
1074,8272,Spain,98794,Mens,1,11/22/2023,7.43,2.75,30.33
1075,9681,Spain,53213,Womens,9,9/1/2023,-1.28,8.85,95.47
1076,2251,UK,14509,Womens,1,12/19/2023,-0.98,-3.63,68.96
1077,8643,Germany,92301,Womens,1,5/11/2023,-4.74,4.6,24.18
1078,2185,Italy,57506,Womens,2,1/19/2024,-2.31,-1.05,31.96
1079,8432,France,12919,Mens,10,4/28/2023,-0.04,-3.89,37.91
1080,5737,France,62808,Womens,4,12/6/2023,3,9.32,80.87
1081,5085,France,11755,Mens,10,5/7/2023,1.91,7.38,84.71
1082,1269,Italy,90387,Mens,10,6/10/2023,-4.53,7.61,47.19
1083,1150,Italy,75569,Mens,3,12/3/2023,0.49,6.29,38.28
1084,9976,Italy,69998,Mens,9,6/19/2023,9.32,-2.5,25.73
1085,9170,Spain,22732,Womens,7,10/31/2023,-4.41,0.4,25.15
1086,3161,UK,46084,Mens,10,3/3/2024,-1.85,8.26,92.17
1087,1893,France,88830,Mens,3,1/5/2024,-2.89,1.43,92.32
1088,5818,UK,37137,Mens,4,4/5/2023,5.54,-2.62,34.87
1089,1518,Germany,95916,Mens,10,11/20/2023,-2.06,5.41,89.1
1090,8734,Germany,77880,Mens,6,6/3/2023,8.43,-1.25,97.96
1091,2296,Spain,39391,Womens,8,5/30/2023,3.04,9.59,10.86
1092,1567,UK,20257,Mens,6,6/23/2023,1.42,-3.39,12.33
1093,7420,Spain,19831,Womens,3,1/30/2024,-1.83,8.33,46.37
1094,9170,UK,23627,Womens,8,2/8/2024,9.23,6.59,80.75
1095,5466,Italy,87684,Mens,6,1/19/2024,-2.21,9.24,86.44
1096,7107,Italy,20684,Mens,5,3/30/2023,0.14,-3.91,71.41
1097,2250,UK,28048,Mens,9,1/28/2024,-0.43,2.29,48.53
1098,1711,Spain,64082,Womens,7,1/22/2024,-4.23,4.81,90.28
1099,8875,UK,79973,Mens,8,12/1/2023,1.78,-4.42,30.33
1100,3934,Spain,54830,Womens,6,1/7/2024,1.06,-0.91,72.16
1101,1893,Italy,53016,Mens,4,3/26/2023,-3.91,-2.59,23.48
1102,8085,Germany,44517,Womens,2,11/19/2023,4.47,9.76,87.44
1103,2527,Spain,55202,Womens,9,7/28/2023,-4.51,0.73,95.76
1104,6806,France,52334,Womens,3,3/25/2023,-1.14,-3.83,99.51
1105,5845,UK,34584,Womens,9,5/17/2023,-0.1,6.21,58.37
1106,6149,France,69946,Womens,3,2/23/2024,4.35,-1.27,96.11
1107,2250,UK,81365,Womens,4,4/20/2023,2.34,2.3,83.22
1108,4027,Spain,83368,Womens,4,7/1/2023,6.43,-1.75,89.34
1109,9070,Germany,32517,Womens,6,7/7/2023,4.44,7.83,90.62
1110,9432,Germany,85775,Mens,3,9/27/2023,2.88,3.6,24.7
1111,1721,Italy,63131,Mens,9,7/20/2023,6.71,5.39,55.06
1112,8099,UK,22152,Womens,10,1/9/2024,9.26,-0.27,54.68
1113,5346,UK,42489,Womens,4,2/19/2024,-2.78,-1.01,12
1114,8519,Spain,73869,Womens,10,7/23/2023,-1.09,-4.93,98.9
1115,2067,Spain,65464,Mens,5,5/17/2023,5.33,1.92,46.77
1116,8210,Germany,94997,Womens,9,3/10/2023,8.36,-2.16,54.33
1117,7634,Germany,24945,Mens,7,5/28/2023,6.8,1.27,29.13
1118,5931,Spain,37384,Womens,3,7/13/2023,-0.87,0.12,96.61
1119,7980,Italy,26609,Womens,8,8/24/2023,-0.09,-0.15,99.91
1120,7812,UK,17548,Mens,8,11/9/2023,9.56,4.95,68.23
1121,4137,UK,33920,Womens,8,6/15/2023,8.96,7.23,73.88
1122,3705,UK,85124,Womens,7,6/9/2023,8.42,6.49,32.78
1123,7328,Germany,35160,Mens,1,4/23/2023,7.72,8.4,94.95
1124,2743,Spain,24764,Mens,9,5/20/2023,6.46,9.98,74.67
1125,1852,Spain,51823,Womens,6,7/17/2023,7.35,-0.56,59.41
1126,9059,UK,92696,Womens,3,11/10/2023,7.33,9.72,51.42
1127,2996,UK,71849,Womens,6,1/29/2024,9.31,7.52,19.72
1128,8757,Spain,10442,Womens,5,7/16/2023,-2.15,6.46,71.16
1129,8600,Spain,15718,Womens,3,11/11/2023,8.3,-4.8,58.29
1130,1505,Italy,32610,Womens,5,2/11/2024,2.77,7.97,53.88
1131,7273,Spain,91254,Womens,6,2/12/2024,5.63,2.56,44.72
1132,8210,Spain,83008,Womens,9,5/12/2023,-4.97,-2.67,98.11
1133,1817,UK,10162,Womens,7,6/20/2023,6.3,9.12,95.71
1134,6742,Italy,36211,Womens,4,7/4/2023,-4.56,6.77,53.16
1135,8757,Italy,94952,Womens,6,2/21/2024,-4.34,2.73,82.87
1136,5275,France,22342,Mens,10,1/21/2024,2.82,9.5,36.44
1137,1034,France,24168,Womens,1,11/9/2023,5.28,9.35,55.55
1138,8754,Spain,67325,Mens,7,9/2/2023,-0.43,9.58,41.71
1139,5200,Italy,67511,Mens,7,3/15/2023,-0.24,4.37,12.09
1140,1711,Spain,28391,Mens,4,8/21/2023,-2.32,9.1,41.58
1141,8693,France,39938,Mens,1,11/13/2023,-0.37,5.19,88.34
1142,7980,Spain,14473,Womens,6,6/23/2023,-3.02,-2.51,87.94
1143,5688,UK,77546,Mens,5,10/21/2023,-1.08,-0.13,10.95
1144,3510,Italy,39585,Womens,6,11/18/2023,3.48,-0.03,24.73
1145,7704,UK,83136,Mens,1,8/12/2023,-2.44,0.77,28.93
1146,4027,Germany,33428,Womens,4,10/14/2023,9.44,7.42,58.4
1147,8036,France,80512,Mens,10,3/18/2023,8.89,9.3,58.25
1148,6984,Italy,48769,Womens,3,7/24/2023,6.12,5.72,77.78
1149,9384,Italy,17548,Mens,5,1/24/2024,-1.31,2.73,18.58
1150,6918,UK,55899,Womens,8,1/7/2024,3.3,8.71,13.88
1151,1567,Italy,31881,Mens,7,12/16/2023,-3.86,0.16,88.67
1152,5200,Germany,61288,Mens,8,12/15/2023,5.85,-2.62,54.27
1153,7420,Italy,60105,Mens,2,9/17/2023,2.72,-2.42,25.54
1154,9028,Italy,11223,Mens,5,7/2/2023,7.09,3.23,34.65
1155,1518,Germany,94396,Womens,10,9/1/2023,-4.02,3.67,99.71
1156,4343,UK,26371,Mens,2,4/19/2023,5.2,0.28,41.53
1157,5719,Italy,42450,Womens,7,5/7/2023,5.56,1.08,41.88
1158,8693,UK,52915,Mens,7,4/2/2023,1.27,2.35,72.3
1159,9420,UK,95618,Mens,5,5/26/2023,4.96,8.4,69.44
1160,6149,Germany,93239,Womens,1,4/21/2023,5.03,0.09,16.06
1161,7954,UK,60228,Womens,1,6/5/2023,1.52,0.9,32.46
1162,9465,Italy,66978,Womens,5,5/14/2023,0.98,-1.33,50.44
1163,5837,Germany,66089,Mens,1,6/11/2023,-3.8,-4.64,64.01
1164,4971,Germany,61800,Mens,4,9/30/2023,8.59,8.17,96.78
1165,5818,Spain,78416,Womens,9,9/7/2023,-1.68,-0.82,26.38
1166,9070,Italy,98824,Womens,5,5/11/2023,-1.34,-3.59,50.79
1167,6613,Germany,66947,Womens,6,2/11/2024,-1.49,-1.26,93.93
1168,1518,France,79403,Mens,2,1/28/2024,0.73,4.93,84.08
1169,7958,Germany,85488,Mens,4,4/4/2023,1.63,4.22,61.33
1170,1134,Italy,77467,Womens,10,5/20/2023,-3.45,-2.99,36.04
1171,5931,Italy,34155,Womens,1,11/19/2023,-4.47,0.77,29.66
1172,3773,Germany,17397,Mens,10,8/8/2023,2.74,4.86,36.05
1173,6984,UK,20474,Mens,1,1/27/2024,5.34,1.22,27.05
1174,2789,Germany,44004,Womens,6,8/26/2023,2.16,4.3,93.16
1175,9719,France,34237,Womens,4,5/16/2023,7.25,-4.17,51.67
1176,9170,Germany,47070,Mens,7,11/29/2023,-2.16,-1.09,80.98
1177,9070,France,69748,Mens,6,10/9/2023,-4.62,0.98,31.29
1178,7346,Italy,41326,Womens,1,3/27/2023,3.92,9.35,10.73
1179,7031,Italy,21000,Mens,9,8/17/2023,2.82,-4.07,34.95
1180,1711,UK,97593,Mens,8,8/7/2023,-3.36,5.28,19.62
1181,5085,France,84916,Mens,8,3/29/2023,4.79,-1.56,21.71
1182,2887,Germany,58866,Womens,8,3/11/2023,-3.65,2.03,10.62
1183,7031,UK,75451,Mens,8,11/6/2023,2.85,5.81,23.82
1184,3217,Spain,19298,Mens,4,4/15/2023,-3.76,-3.4,21.76
1185,5931,Spain,50252,Womens,8,7/5/2023,-0.34,5.58,47.82
1186,2489,Italy,46369,Womens,1,8/11/2023,-4.86,-3.79,72.12
1187,3224,Germany,74819,Womens,8,11/14/2023,-2.53,0.99,76.38
1188,3188,Italy,43470,Mens,10,7/22/2023,0.52,-3.91,91.42
1189,2789,UK,79389,Mens,2,3/26/2023,-0.02,3.2,94.79
1190,4091,UK,76903,Womens,7,12/22/2023,-1.48,1.98,78.71
1191,8609,France,92594,Mens,8,1/21/2024,7.2,4.16,50.01
1192,5232,Germany,70419,Mens,5,5/31/2023,2.55,6.68,33.37
1193,8036,Spain,71258,Womens,3,6/20/2023,-0.13,-2.19,23.53
1194,2963,France,42913,Womens,7,1/31/2024,8.96,2.03,28.61
1195,1269,Spain,23222,Mens,5,3/8/2023,-0.15,8.14,13.26
1196,2527,Germany,83875,Womens,7,6/8/2023,7.86,4.34,73.31
1197,3851,Germany,81422,Mens,6,7/23/2023,-3.44,-4.05,85.1
1198,2251,Italy,67511,Mens,3,3/6/2024,7.01,0.48,99.39
1199,1612,Spain,45156,Womens,3,6/4/2023,-1.69,-3.73,62.5
1200,6806,Italy,96616,Mens,2,1/3/2024,-4.98,2.91,76.49
1201,6184,France,36572,Womens,5,5/8/2023,-4.76,7.82,88.1
1202,8733,Italy,88638,Mens,10,9/1/2023,4.75,5.79,71.17
1203,2185,Spain,44938,Womens,6,3/9/2023,-0.42,4.91,29.38
1204,9481,UK,99350,Womens,8,1/4/2024,4.78,2.21,72.71
1205,4142,Italy,91070,Womens,5,6/11/2023,3.65,4.11,97.14
1206,1269,Italy,23405,Womens,1,1/18/2024,7.97,6.4,92.3
1207,5931,France,53459,Womens,8,9/16/2023,-4.73,8.2,61.72
1208,5656,France,89281,Mens,8,9/29/2023,-4.65,6.03,51.11
1209,3161,France,35074,Mens,3,4/16/2023,-3.52,3.16,59.59
1210,1265,UK,81091,Womens,8,6/15/2023,7.2,-0.81,91.27
1211,4217,Spain,89250,Womens,3,7/11/2023,-3.68,3.16,89.5
1212,7980,Italy,67652,Womens,10,6/14/2023,6.51,8.57,56.55
1213,1971,UK,50026,Womens,8,5/6/2023,1.27,9.94,43.88
1214,2067,Germany,89042,Mens,5,1/22/2024,-2.69,7.85,56.3
1215,3510,UK,43984,Mens,5,10/8/2023,-4.38,9.16,94.07
1216,9028,Italy,14907,Mens,1,8/1/2023,1.93,4.38,62.6
1217,5232,UK,41326,Womens,7,1/12/2024,-2.87,6.99,71.78
1218,5295,Italy,49991,Mens,4,7/2/2023,4.32,6.27,84
1219,1971,Italy,14509,Womens,2,7/27/2023,9,-2.61,64.54
1220,5295,France,62912,Mens,3,1/14/2024,5.83,7.51,49.44
1221,2887,Italy,69387,Mens,7,6/27/2023,9.23,3.46,31.05
1222,2377,UK,69246,Womens,3,12/1/2023,4.15,-3.39,65.44
1223,7120,Spain,77848,Womens,9,2/9/2024,7.33,7.64,74.97
1224,3188,UK,33825,Womens,5,3/13/2023,4.56,-0.65,66.73
1225,7162,Spain,86007,Womens,8,11/22/2023,8.61,-3.21,87.44
1226,4836,Italy,45905,Womens,7,11/10/2023,-0.95,7.03,39.72
1227,3247,Spain,60043,Womens,7,4/2/2023,3.95,5.63,85.34
1228,2251,Italy,84023,Mens,3,10/28/2023,2.2,0.4,88.48
1229,9059,Germany,90962,Mens,6,12/13/2023,6.07,-3.21,52.75
1230,3773,Germany,39393,Mens,1,5/1/2023,3.71,3.48,64.33
1231,8432,France,61275,Womens,6,3/21/2023,-0.55,4.69,88.1
1232,7328,Germany,68347,Womens,6,3/11/2023,7.01,-2.02,33.09
1233,7346,France,16286,Mens,9,7/9/2023,5.5,-0.26,35.04
1234,9976,Spain,29283,Womens,8,11/15/2023,-3.62,-1.47,34.39
1235,8693,Spain,16187,Womens,10,3/1/2024,-4.5,4.46,97.47
1236,1390,Spain,36850,Womens,3,10/11/2023,-4.38,-2.5,13.24
1237,7120,UK,46343,Mens,3,8/11/2023,5.56,6.59,62.85
1238,5663,Germany,84718,Mens,7,8/22/2023,2.03,2.84,50.47
1239,1817,France,65347,Womens,5,11/23/2023,4.48,4.13,16.62
1240,5251,UK,96796,Mens,4,6/24/2023,3.66,-2.5,70.12
1241,5837,Italy,93642,Womens,6,2/11/2024,5.82,-2.66,47.88
1242,1346,Germany,88855,Womens,3,10/9/2023,5.93,9.96,42.83
1243,2642,France,53306,Mens,1,12/10/2023,5.69,-0.27,18.87
1244,4971,Italy,69969,Womens,1,10/13/2023,-2.74,-1.46,56.45
1245,5854,Germany,83805,Womens,8,9/8/2023,9.51,1.41,36.35
1246,7346,France,53016,Mens,5,9/5/2023,9.39,9.64,27.44
1247,7980,Germany,80362,Womens,2,11/2/2023,-1.36,0.67,39.38
1248,5498,Italy,87814,Mens,8,4/5/2023,1.7,-3.55,96.02
1249,5491,Germany,67859,Mens,9,4/5/2023,-3.39,1.35,10.67
1250,9432,France,18989,Mens,9,10/30/2023,9.26,2.37,80.31
1251,1565,UK,14368,Mens,3,9/10/2023,5.22,-0.48,66.35
1252,4137,Germany,31466,Womens,2,11/24/2023,8.4,-1.79,25.74
1253,3158,Italy,62479,Womens,2,5/13/2023,3.68,0.31,17
1254,1427,Italy,44494,Mens,2,12/26/2023,2.55,-4.17,35.59
1255,3217,Italy,14782,Mens,10,5/6/2023,-3.39,-4.96,82.47
1256,3940,France,35604,Womens,3,2/4/2024,3.53,1.25,76.21
1257,8998,Spain,99350,Womens,6,3/8/2023,6.09,1.99,93.03
1258,6184,Germany,13736,Mens,4,1/31/2024,-2.54,0.83,82.53
1259,4971,Germany,99168,Mens,3,7/19/2023,-4.79,-1.1,38.51
1260,5465,UK,82217,Mens,9,4/17/2023,-0.5,7.65,99.98
1261,2300,UK,56017,Mens,3,4/18/2023,-3.58,5.85,38.84
1262,6918,Italy,33545,Mens,10,1/22/2024,0.5,-1.39,88.56
1263,7107,Italy,87606,Mens,6,7/26/2023,-4.45,7.3,20.25
1264,3161,UK,91375,Mens,1,12/13/2023,-4.42,7.35,82.7
1265,5466,France,12623,Womens,3,4/13/2023,5.17,4.46,59.48
1266,3401,UK,18731,Womens,9,12/3/2023,-3.79,9.33,65.18
1267,3705,UK,19312,Womens,1,9/10/2023,-3.58,-4.45,64.94
1268,1134,France,11940,Mens,6,9/23/2023,1.13,4.78,59.96
1269,6918,Spain,64330,Mens,8,1/3/2024,-1.99,7.48,56.54
1270,4217,Spain,87476,Womens,1,12/12/2023,3.99,2.6,88.53
1271,2887,UK,30094,Womens,3,7/19/2023,-2.75,-0.96,72.81
1272,2912,UK,17962,Mens,4,10/22/2023,0.51,-0.07,12.9
1273,3940,Germany,68920,Womens,6,12/25/2023,-0.9,6.62,39.65
1274,8643,Germany,65544,Mens,8,9/14/2023,-3.31,5.19,58.08
1275,3224,France,81863,Mens,3,4/6/2023,0.94,5.81,87.65
1276,1565,Spain,23603,Mens,4,9/9/2023,7.33,3.3,35.23
1277,8210,UK,40070,Mens,1,6/2/2023,-3.73,1.87,62.98
1278,3728,UK,85816,Mens,6,4/2/2023,9.71,2.57,71.45
1279,5429,UK,87992,Womens,8,9/4/2023,9.11,0.39,32.25
1280,9070,France,57834,Mens,7,2/8/2024,-0.53,8.23,20.96
1281,2999,UK,57834,Mens,3,4/27/2023,-4.03,8.18,93.95
1282,2676,UK,52824,Mens,3,11/29/2023,7.26,9.33,25.75
1283,6389,Germany,99503,Womens,2,3/4/2024,6.56,-4.33,12.38
1284,5466,Italy,87814,Mens,10,3/30/2023,9.69,-2.41,16.87
1285,4055,UK,98882,Mens,9,9/28/2023,1.48,1.57,43.29
1286,9742,UK,90575,Womens,9,1/5/2024,-2.64,3.76,91.33
